"iso","year","literate_prop","wb_il_prop","sex"
705,"1982",NA,NA,"Male"
752,"1982",NA,NA,"Male"
748,"1982",NA,NA,"Male"
534,"1982",NA,NA,"Male"
690,"1982",NA,NA,"Male"
760,"1982",NA,NA,"Male"
796,"1982",NA,NA,"Male"
148,"1982",NA,NA,"Male"
768,"1982",NA,NA,"Male"
764,"1982",NA,NA,"Male"
762,"1982",NA,NA,"Male"
795,"1982",NA,NA,"Male"
626,"1982",NA,NA,"Male"
776,"1982",NA,NA,"Male"
780,"1982",NA,NA,"Male"
788,"1982",NA,NA,"Male"
792,"1982",NA,NA,"Male"
798,"1982",NA,NA,"Male"
834,"1982",NA,NA,"Male"
800,"1982",NA,NA,"Male"
804,"1982",NA,NA,"Male"
858,"1982",NA,NA,"Male"
840,"1982",NA,NA,"Male"
860,"1982",NA,NA,"Male"
670,"1982",NA,NA,"Male"
862,"1982",NA,NA,"Male"
92,"1982",NA,NA,"Male"
850,"1982",NA,NA,"Male"
704,"1982",NA,NA,"Male"
548,"1982",NA,NA,"Male"
882,"1982",NA,NA,"Male"
887,"1982",NA,NA,"Male"
710,"1982",NA,NA,"Male"
894,"1982",NA,NA,"Male"
716,"1982",84.1746292114258,15.8253707885742,"Male"
533,"1983",NA,NA,"Male"
4,"1983",NA,NA,"Male"
24,"1983",NA,NA,"Male"
8,"1983",NA,NA,"Male"
20,"1983",NA,NA,"Male"
784,"1983",NA,NA,"Male"
32,"1983",NA,NA,"Male"
51,"1983",NA,NA,"Male"
16,"1983",NA,NA,"Male"
28,"1983",NA,NA,"Male"
36,"1983",NA,NA,"Male"
40,"1983",NA,NA,"Male"
31,"1983",NA,NA,"Male"
108,"1983",NA,NA,"Male"
56,"1983",NA,NA,"Male"
204,"1983",NA,NA,"Male"
854,"1983",NA,NA,"Male"
50,"1983",NA,NA,"Male"
100,"1983",NA,NA,"Male"
48,"1983",NA,NA,"Male"
44,"1983",NA,NA,"Male"
70,"1983",NA,NA,"Male"
112,"1983",NA,NA,"Male"
84,"1983",NA,NA,"Male"
60,"1983",NA,NA,"Male"
68,"1983",NA,NA,"Male"
76,"1983",NA,NA,"Male"
52,"1983",NA,NA,"Male"
96,"1983",NA,NA,"Male"
64,"1983",NA,NA,"Male"
72,"1983",NA,NA,"Male"
140,"1983",NA,NA,"Male"
124,"1983",NA,NA,"Male"
756,"1983",NA,NA,"Male"
152,"1983",NA,NA,"Male"
156,"1983",NA,NA,"Male"
384,"1983",NA,NA,"Male"
120,"1983",NA,NA,"Male"
180,"1983",NA,NA,"Male"
178,"1983",NA,NA,"Male"
170,"1983",NA,NA,"Male"
174,"1983",NA,NA,"Male"
132,"1983",NA,NA,"Male"
188,"1983",NA,NA,"Male"
192,"1983",NA,NA,"Male"
531,"1983",NA,NA,"Male"
136,"1983",NA,NA,"Male"
196,"1983",NA,NA,"Male"
203,"1983",NA,NA,"Male"
276,"1983",NA,NA,"Male"
262,"1983",NA,NA,"Male"
212,"1983",NA,NA,"Male"
208,"1983",NA,NA,"Male"
214,"1983",NA,NA,"Male"
12,"1983",NA,NA,"Male"
218,"1983",NA,NA,"Male"
818,"1983",NA,NA,"Male"
232,"1983",NA,NA,"Male"
724,"1983",NA,NA,"Male"
233,"1983",NA,NA,"Male"
231,"1983",NA,NA,"Male"
246,"1983",NA,NA,"Male"
242,"1983",NA,NA,"Male"
250,"1983",NA,NA,"Male"
234,"1983",NA,NA,"Male"
583,"1983",NA,NA,"Male"
266,"1983",NA,NA,"Male"
826,"1983",NA,NA,"Male"
268,"1983",NA,NA,"Male"
288,"1983",NA,NA,"Male"
292,"1983",NA,NA,"Male"
324,"1983",NA,NA,"Male"
270,"1983",NA,NA,"Male"
624,"1983",NA,NA,"Male"
226,"1983",NA,NA,"Male"
300,"1983",NA,NA,"Male"
308,"1983",NA,NA,"Male"
304,"1983",NA,NA,"Male"
320,"1983",NA,NA,"Male"
316,"1983",NA,NA,"Male"
328,"1983",NA,NA,"Male"
344,"1983",NA,NA,"Male"
340,"1983",NA,NA,"Male"
191,"1983",NA,NA,"Male"
332,"1983",NA,NA,"Male"
348,"1983",NA,NA,"Male"
360,"1983",NA,NA,"Male"
833,"1983",NA,NA,"Male"
356,"1983",NA,NA,"Male"
372,"1983",NA,NA,"Male"
364,"1983",NA,NA,"Male"
368,"1983",NA,NA,"Male"
352,"1983",NA,NA,"Male"
376,"1983",94.9634017944336,5.03659820556641,"Male"
380,"1983",NA,NA,"Male"
388,"1983",NA,NA,"Male"
400,"1983",NA,NA,"Male"
392,"1983",NA,NA,"Male"
398,"1983",NA,NA,"Male"
404,"1983",NA,NA,"Male"
417,"1983",NA,NA,"Male"
116,"1983",NA,NA,"Male"
296,"1983",NA,NA,"Male"
659,"1983",NA,NA,"Male"
410,"1983",NA,NA,"Male"
414,"1983",NA,NA,"Male"
418,"1983",NA,NA,"Male"
422,"1983",NA,NA,"Male"
430,"1983",NA,NA,"Male"
434,"1983",NA,NA,"Male"
662,"1983",NA,NA,"Male"
438,"1983",NA,NA,"Male"
144,"1983",NA,NA,"Male"
426,"1983",NA,NA,"Male"
440,"1983",NA,NA,"Male"
442,"1983",NA,NA,"Male"
428,"1983",NA,NA,"Male"
446,"1983",NA,NA,"Male"
663,"1983",NA,NA,"Male"
504,"1983",NA,NA,"Male"
492,"1983",NA,NA,"Male"
498,"1983",NA,NA,"Male"
450,"1983",NA,NA,"Male"
462,"1983",NA,NA,"Male"
484,"1983",NA,NA,"Male"
584,"1983",NA,NA,"Male"
807,"1983",NA,NA,"Male"
466,"1983",NA,NA,"Male"
470,"1983",NA,NA,"Male"
104,"1983",85.7883605957031,14.2116394042969,"Male"
499,"1983",NA,NA,"Male"
496,"1983",NA,NA,"Male"
580,"1983",NA,NA,"Male"
508,"1983",NA,NA,"Male"
478,"1983",NA,NA,"Male"
480,"1983",NA,NA,"Male"
454,"1983",NA,NA,"Male"
458,"1983",NA,NA,"Male"
516,"1983",NA,NA,"Male"
540,"1983",NA,NA,"Male"
562,"1983",NA,NA,"Male"
566,"1983",NA,NA,"Male"
558,"1983",NA,NA,"Male"
528,"1983",NA,NA,"Male"
578,"1983",NA,NA,"Male"
524,"1983",NA,NA,"Male"
520,"1983",NA,NA,"Male"
554,"1983",NA,NA,"Male"
512,"1983",NA,NA,"Male"
586,"1983",NA,NA,"Male"
591,"1983",NA,NA,"Male"
604,"1983",NA,NA,"Male"
608,"1983",NA,NA,"Male"
585,"1983",NA,NA,"Male"
598,"1983",NA,NA,"Male"
616,"1983",NA,NA,"Male"
630,"1983",NA,NA,"Male"
408,"1983",NA,NA,"Male"
620,"1983",NA,NA,"Male"
600,"1983",NA,NA,"Male"
275,"1983",NA,NA,"Male"
258,"1983",NA,NA,"Male"
634,"1983",NA,NA,"Male"
642,"1983",NA,NA,"Male"
643,"1983",NA,NA,"Male"
646,"1983",NA,NA,"Male"
682,"1983",NA,NA,"Male"
729,"1983",NA,NA,"Male"
686,"1983",NA,NA,"Male"
702,"1983",NA,NA,"Male"
90,"1983",NA,NA,"Male"
694,"1983",NA,NA,"Male"
222,"1983",NA,NA,"Male"
674,"1983",NA,NA,"Male"
706,"1983",NA,NA,"Male"
688,"1983",NA,NA,"Male"
728,"1983",NA,NA,"Male"
678,"1983",NA,NA,"Male"
740,"1983",NA,NA,"Male"
703,"1983",NA,NA,"Male"
705,"1983",NA,NA,"Male"
752,"1983",NA,NA,"Male"
748,"1983",NA,NA,"Male"
534,"1983",NA,NA,"Male"
690,"1983",NA,NA,"Male"
760,"1983",NA,NA,"Male"
796,"1983",NA,NA,"Male"
148,"1983",NA,NA,"Male"
768,"1983",NA,NA,"Male"
764,"1983",NA,NA,"Male"
762,"1983",NA,NA,"Male"
795,"1983",NA,NA,"Male"
626,"1983",NA,NA,"Male"
776,"1983",NA,NA,"Male"
780,"1983",NA,NA,"Male"
788,"1983",NA,NA,"Male"
792,"1983",NA,NA,"Male"
798,"1983",NA,NA,"Male"
834,"1983",NA,NA,"Male"
800,"1983",NA,NA,"Male"
804,"1983",NA,NA,"Male"
858,"1983",NA,NA,"Male"
840,"1983",NA,NA,"Male"
860,"1983",NA,NA,"Male"
670,"1983",NA,NA,"Male"
862,"1983",NA,NA,"Male"
92,"1983",NA,NA,"Male"
850,"1983",NA,NA,"Male"
704,"1983",NA,NA,"Male"
548,"1983",NA,NA,"Male"
882,"1983",NA,NA,"Male"
887,"1983",NA,NA,"Male"
710,"1983",NA,NA,"Male"
894,"1983",NA,NA,"Male"
716,"1983",NA,NA,"Male"
533,"1984",NA,NA,"Male"
4,"1984",NA,NA,"Male"
24,"1984",NA,NA,"Male"
8,"1984",NA,NA,"Male"
20,"1984",NA,NA,"Male"
784,"1984",NA,NA,"Male"
32,"1984",NA,NA,"Male"
51,"1984",NA,NA,"Male"
16,"1984",NA,NA,"Male"
28,"1984",NA,NA,"Male"
36,"1984",NA,NA,"Male"
40,"1984",NA,NA,"Male"
31,"1984",NA,NA,"Male"
108,"1984",NA,NA,"Male"
56,"1984",NA,NA,"Male"
204,"1984",NA,NA,"Male"
854,"1984",NA,NA,"Male"
50,"1984",NA,NA,"Male"
100,"1984",NA,NA,"Male"
48,"1984",NA,NA,"Male"
44,"1984",NA,NA,"Male"
70,"1984",NA,NA,"Male"
112,"1984",NA,NA,"Male"
84,"1984",NA,NA,"Male"
60,"1984",NA,NA,"Male"
68,"1984",NA,NA,"Male"
76,"1984",NA,NA,"Male"
52,"1984",99.5999984741211,0.400001525878906,"Male"
96,"1984",NA,NA,"Male"
64,"1984",NA,NA,"Male"
72,"1984",NA,NA,"Male"
140,"1984",NA,NA,"Male"
124,"1984",NA,NA,"Male"
756,"1984",NA,NA,"Male"
152,"1984",NA,NA,"Male"
156,"1984",NA,NA,"Male"
384,"1984",NA,NA,"Male"
120,"1984",NA,NA,"Male"
180,"1984",NA,NA,"Male"
178,"1984",NA,NA,"Male"
170,"1984",NA,NA,"Male"
174,"1984",NA,NA,"Male"
132,"1984",NA,NA,"Male"
188,"1984",92.6821365356445,7.3178634643555,"Male"
192,"1984",NA,NA,"Male"
531,"1984",NA,NA,"Male"
136,"1984",NA,NA,"Male"
196,"1984",NA,NA,"Male"
203,"1984",NA,NA,"Male"
276,"1984",NA,NA,"Male"
262,"1984",NA,NA,"Male"
212,"1984",NA,NA,"Male"
208,"1984",NA,NA,"Male"
214,"1984",NA,NA,"Male"
12,"1984",NA,NA,"Male"
218,"1984",NA,NA,"Male"
818,"1984",NA,NA,"Male"
232,"1984",NA,NA,"Male"
724,"1984",NA,NA,"Male"
233,"1984",NA,NA,"Male"
231,"1984",NA,NA,"Male"
246,"1984",NA,NA,"Male"
242,"1984",NA,NA,"Male"
250,"1984",NA,NA,"Male"
234,"1984",NA,NA,"Male"
583,"1984",NA,NA,"Male"
266,"1984",NA,NA,"Male"
826,"1984",NA,NA,"Male"
268,"1984",NA,NA,"Male"
288,"1984",NA,NA,"Male"
292,"1984",NA,NA,"Male"
324,"1984",NA,NA,"Male"
270,"1984",NA,NA,"Male"
624,"1984",NA,NA,"Male"
226,"1984",NA,NA,"Male"
300,"1984",NA,NA,"Male"
308,"1984",98.5800018310547,1.4199981689453,"Male"
304,"1984",NA,NA,"Male"
320,"1984",NA,NA,"Male"
316,"1984",NA,NA,"Male"
328,"1984",NA,NA,"Male"
344,"1984",NA,NA,"Male"
340,"1984",NA,NA,"Male"
191,"1984",NA,NA,"Male"
332,"1984",NA,NA,"Male"
348,"1984",NA,NA,"Male"
360,"1984",NA,NA,"Male"
833,"1984",NA,NA,"Male"
356,"1984",NA,NA,"Male"
372,"1984",NA,NA,"Male"
364,"1984",NA,NA,"Male"
368,"1984",NA,NA,"Male"
352,"1984",NA,NA,"Male"
376,"1984",NA,NA,"Male"
380,"1984",NA,NA,"Male"
388,"1984",NA,NA,"Male"
400,"1984",NA,NA,"Male"
392,"1984",NA,NA,"Male"
398,"1984",NA,NA,"Male"
404,"1984",NA,NA,"Male"
417,"1984",NA,NA,"Male"
116,"1984",NA,NA,"Male"
296,"1984",NA,NA,"Male"
659,"1984",NA,NA,"Male"
410,"1984",NA,NA,"Male"
414,"1984",NA,NA,"Male"
418,"1984",NA,NA,"Male"
422,"1984",NA,NA,"Male"
430,"1984",44.8793182373047,55.1206817626953,"Male"
434,"1984",76.9926300048828,23.0073699951172,"Male"
662,"1984",NA,NA,"Male"
438,"1984",NA,NA,"Male"
144,"1984",NA,NA,"Male"
426,"1984",NA,NA,"Male"
440,"1984",NA,NA,"Male"
442,"1984",NA,NA,"Male"
428,"1984",NA,NA,"Male"
446,"1984",NA,NA,"Male"
663,"1984",NA,NA,"Male"
504,"1984",NA,NA,"Male"
492,"1984",NA,NA,"Male"
498,"1984",NA,NA,"Male"
450,"1984",NA,NA,"Male"
462,"1984",NA,NA,"Male"
484,"1984",NA,NA,"Male"
584,"1984",NA,NA,"Male"
807,"1984",NA,NA,"Male"
466,"1984",NA,NA,"Male"
470,"1984",NA,NA,"Male"
104,"1984",NA,NA,"Male"
499,"1984",NA,NA,"Male"
496,"1984",NA,NA,"Male"
580,"1984",NA,NA,"Male"
508,"1984",NA,NA,"Male"
478,"1984",NA,NA,"Male"
480,"1984",NA,NA,"Male"
454,"1984",NA,NA,"Male"
458,"1984",NA,NA,"Male"
516,"1984",NA,NA,"Male"
540,"1984",NA,NA,"Male"
562,"1984",NA,NA,"Male"
566,"1984",NA,NA,"Male"
558,"1984",NA,NA,"Male"
528,"1984",NA,NA,"Male"
578,"1984",NA,NA,"Male"
524,"1984",NA,NA,"Male"
520,"1984",NA,NA,"Male"
554,"1984",NA,NA,"Male"
512,"1984",NA,NA,"Male"
586,"1984",NA,NA,"Male"
591,"1984",NA,NA,"Male"
604,"1984",NA,NA,"Male"
608,"1984",NA,NA,"Male"
585,"1984",NA,NA,"Male"
598,"1984",NA,NA,"Male"
616,"1984",NA,NA,"Male"
630,"1984",NA,NA,"Male"
408,"1984",NA,NA,"Male"
620,"1984",NA,NA,"Male"
600,"1984",NA,NA,"Male"
275,"1984",NA,NA,"Male"
258,"1984",NA,NA,"Male"
634,"1984",NA,NA,"Male"
642,"1984",NA,NA,"Male"
643,"1984",NA,NA,"Male"
646,"1984",NA,NA,"Male"
682,"1984",NA,NA,"Male"
729,"1984",NA,NA,"Male"
686,"1984",NA,NA,"Male"
702,"1984",NA,NA,"Male"
90,"1984",NA,NA,"Male"
694,"1984",NA,NA,"Male"
222,"1984",NA,NA,"Male"
674,"1984",NA,NA,"Male"
706,"1984",NA,NA,"Male"
688,"1984",NA,NA,"Male"
728,"1984",NA,NA,"Male"
678,"1984",NA,NA,"Male"
740,"1984",NA,NA,"Male"
703,"1984",NA,NA,"Male"
705,"1984",NA,NA,"Male"
752,"1984",NA,NA,"Male"
748,"1984",NA,NA,"Male"
534,"1984",NA,NA,"Male"
690,"1984",NA,NA,"Male"
760,"1984",NA,NA,"Male"
796,"1984",NA,NA,"Male"
148,"1984",NA,NA,"Male"
768,"1984",NA,NA,"Male"
764,"1984",NA,NA,"Male"
762,"1984",NA,NA,"Male"
795,"1984",NA,NA,"Male"
626,"1984",NA,NA,"Male"
776,"1984",NA,NA,"Male"
780,"1984",NA,NA,"Male"
788,"1984",60.4072303771973,39.5927696228027,"Male"
792,"1984",NA,NA,"Male"
798,"1984",NA,NA,"Male"
834,"1984",NA,NA,"Male"
800,"1984",NA,NA,"Male"
804,"1984",NA,NA,"Male"
858,"1984",NA,NA,"Male"
840,"1984",NA,NA,"Male"
860,"1984",NA,NA,"Male"
670,"1984",NA,NA,"Male"
862,"1984",NA,NA,"Male"
92,"1984",NA,NA,"Male"
850,"1984",NA,NA,"Male"
704,"1984",NA,NA,"Male"
548,"1984",62.310001373291,37.689998626709,"Male"
882,"1984",NA,NA,"Male"
887,"1984",NA,NA,"Male"
710,"1984",NA,NA,"Male"
894,"1984",NA,NA,"Male"
716,"1984",NA,NA,"Male"
533,"1985",NA,NA,"Male"
4,"1985",NA,NA,"Male"
24,"1985",NA,NA,"Male"
8,"1985",NA,NA,"Male"
20,"1985",NA,NA,"Male"
784,"1985",72.2742767333984,27.7257232666016,"Male"
32,"1985",NA,NA,"Male"
51,"1985",NA,NA,"Male"
16,"1985",NA,NA,"Male"
28,"1985",NA,NA,"Male"
36,"1985",NA,NA,"Male"
40,"1985",NA,NA,"Male"
31,"1985",NA,NA,"Male"
108,"1985",NA,NA,"Male"
56,"1985",NA,NA,"Male"
204,"1985",NA,NA,"Male"
854,"1985",NA,NA,"Male"
50,"1985",NA,NA,"Male"
100,"1985",NA,NA,"Male"
48,"1985",NA,NA,"Male"
44,"1985",NA,NA,"Male"
70,"1985",NA,NA,"Male"
112,"1985",NA,NA,"Male"
84,"1985",NA,NA,"Male"
60,"1985",NA,NA,"Male"
68,"1985",NA,NA,"Male"
76,"1985",NA,NA,"Male"
52,"1985",NA,NA,"Male"
96,"1985",NA,NA,"Male"
64,"1985",NA,NA,"Male"
72,"1985",NA,NA,"Male"
140,"1985",NA,NA,"Male"
124,"1985",NA,NA,"Male"
756,"1985",NA,NA,"Male"
152,"1985",NA,NA,"Male"
156,"1985",NA,NA,"Male"
384,"1985",NA,NA,"Male"
120,"1985",NA,NA,"Male"
180,"1985",NA,NA,"Male"
178,"1985",NA,NA,"Male"
170,"1985",NA,NA,"Male"
174,"1985",NA,NA,"Male"
132,"1985",NA,NA,"Male"
188,"1985",NA,NA,"Male"
192,"1985",NA,NA,"Male"
531,"1985",NA,NA,"Male"
136,"1985",NA,NA,"Male"
196,"1985",NA,NA,"Male"
203,"1985",NA,NA,"Male"
276,"1985",NA,NA,"Male"
262,"1985",NA,NA,"Male"
212,"1985",NA,NA,"Male"
208,"1985",NA,NA,"Male"
214,"1985",NA,NA,"Male"
12,"1985",NA,NA,"Male"
218,"1985",NA,NA,"Male"
818,"1985",NA,NA,"Male"
232,"1985",NA,NA,"Male"
724,"1985",NA,NA,"Male"
233,"1985",NA,NA,"Male"
231,"1985",NA,NA,"Male"
246,"1985",NA,NA,"Male"
242,"1985",NA,NA,"Male"
250,"1985",NA,NA,"Male"
234,"1985",NA,NA,"Male"
583,"1985",NA,NA,"Male"
266,"1985",NA,NA,"Male"
826,"1985",NA,NA,"Male"
268,"1985",NA,NA,"Male"
288,"1985",NA,NA,"Male"
292,"1985",NA,NA,"Male"
324,"1985",NA,NA,"Male"
270,"1985",NA,NA,"Male"
624,"1985",NA,NA,"Male"
226,"1985",NA,NA,"Male"
300,"1985",NA,NA,"Male"
308,"1985",NA,NA,"Male"
304,"1985",NA,NA,"Male"
320,"1985",NA,NA,"Male"
316,"1985",NA,NA,"Male"
328,"1985",NA,NA,"Male"
344,"1985",NA,NA,"Male"
340,"1985",NA,NA,"Male"
191,"1985",NA,NA,"Male"
332,"1985",NA,NA,"Male"
348,"1985",NA,NA,"Male"
360,"1985",NA,NA,"Male"
833,"1985",NA,NA,"Male"
356,"1985",NA,NA,"Male"
372,"1985",NA,NA,"Male"
364,"1985",NA,NA,"Male"
368,"1985",NA,NA,"Male"
352,"1985",NA,NA,"Male"
376,"1985",NA,NA,"Male"
380,"1985",NA,NA,"Male"
388,"1985",NA,NA,"Male"
400,"1985",NA,NA,"Male"
392,"1985",NA,NA,"Male"
398,"1985",NA,NA,"Male"
404,"1985",NA,NA,"Male"
417,"1985",NA,NA,"Male"
116,"1985",NA,NA,"Male"
296,"1985",NA,NA,"Male"
659,"1985",NA,NA,"Male"
410,"1985",NA,NA,"Male"
414,"1985",78.1973037719727,21.8026962280273,"Male"
418,"1985",NA,NA,"Male"
422,"1985",NA,NA,"Male"
430,"1985",NA,NA,"Male"
434,"1985",NA,NA,"Male"
662,"1985",NA,NA,"Male"
438,"1985",NA,NA,"Male"
144,"1985",NA,NA,"Male"
426,"1985",NA,NA,"Male"
440,"1985",NA,NA,"Male"
442,"1985",NA,NA,"Male"
428,"1985",NA,NA,"Male"
446,"1985",NA,NA,"Male"
663,"1985",NA,NA,"Male"
504,"1985",NA,NA,"Male"
492,"1985",NA,NA,"Male"
498,"1985",NA,NA,"Male"
450,"1985",NA,NA,"Male"
462,"1985",92.114013671875,7.885986328125,"Male"
484,"1985",NA,NA,"Male"
584,"1985",NA,NA,"Male"
807,"1985",NA,NA,"Male"
466,"1985",NA,NA,"Male"
470,"1985",86.5535430908203,13.4464569091797,"Male"
104,"1985",NA,NA,"Male"
499,"1985",NA,NA,"Male"
496,"1985",NA,NA,"Male"
580,"1985",NA,NA,"Male"
508,"1985",NA,NA,"Male"
478,"1985",NA,NA,"Male"
480,"1985",NA,NA,"Male"
454,"1985",NA,NA,"Male"
458,"1985",NA,NA,"Male"
516,"1985",NA,NA,"Male"
540,"1985",NA,NA,"Male"
562,"1985",NA,NA,"Male"
566,"1985",NA,NA,"Male"
558,"1985",NA,NA,"Male"
528,"1985",NA,NA,"Male"
578,"1985",NA,NA,"Male"
524,"1985",NA,NA,"Male"
520,"1985",NA,NA,"Male"
554,"1985",NA,NA,"Male"
512,"1985",NA,NA,"Male"
586,"1985",NA,NA,"Male"
591,"1985",NA,NA,"Male"
604,"1985",NA,NA,"Male"
608,"1985",NA,NA,"Male"
585,"1985",NA,NA,"Male"
598,"1985",NA,NA,"Male"
616,"1985",NA,NA,"Male"
630,"1985",NA,NA,"Male"
408,"1985",NA,NA,"Male"
620,"1985",NA,NA,"Male"
600,"1985",NA,NA,"Male"
275,"1985",NA,NA,"Male"
258,"1985",NA,NA,"Male"
634,"1985",NA,NA,"Male"
642,"1985",NA,NA,"Male"
643,"1985",NA,NA,"Male"
646,"1985",NA,NA,"Male"
682,"1985",NA,NA,"Male"
729,"1985",NA,NA,"Male"
686,"1985",NA,NA,"Male"
702,"1985",NA,NA,"Male"
90,"1985",NA,NA,"Male"
694,"1985",NA,NA,"Male"
222,"1985",NA,NA,"Male"
674,"1985",NA,NA,"Male"
706,"1985",NA,NA,"Male"
688,"1985",NA,NA,"Male"
728,"1985",NA,NA,"Male"
678,"1985",NA,NA,"Male"
740,"1985",NA,NA,"Male"
703,"1985",NA,NA,"Male"
705,"1985",NA,NA,"Male"
752,"1985",NA,NA,"Male"
748,"1985",NA,NA,"Male"
534,"1985",NA,NA,"Male"
690,"1985",NA,NA,"Male"
760,"1985",NA,NA,"Male"
796,"1985",NA,NA,"Male"
148,"1985",NA,NA,"Male"
768,"1985",NA,NA,"Male"
764,"1985",NA,NA,"Male"
762,"1985",NA,NA,"Male"
795,"1985",NA,NA,"Male"
626,"1985",NA,NA,"Male"
776,"1985",NA,NA,"Male"
780,"1985",NA,NA,"Male"
788,"1985",NA,NA,"Male"
792,"1985",87.6197204589844,12.3802795410156,"Male"
798,"1985",NA,NA,"Male"
834,"1985",NA,NA,"Male"
800,"1985",NA,NA,"Male"
804,"1985",NA,NA,"Male"
858,"1985",94.833610534668,5.166389465332,"Male"
840,"1985",NA,NA,"Male"
860,"1985",NA,NA,"Male"
670,"1985",NA,NA,"Male"
862,"1985",NA,NA,"Male"
92,"1985",NA,NA,"Male"
850,"1985",NA,NA,"Male"
704,"1985",NA,NA,"Male"
548,"1985",NA,NA,"Male"
882,"1985",NA,NA,"Male"
887,"1985",NA,NA,"Male"
710,"1985",NA,NA,"Male"
894,"1985",NA,NA,"Male"
716,"1985",NA,NA,"Male"
533,"1986",NA,NA,"Male"
4,"1986",NA,NA,"Male"
24,"1986",NA,NA,"Male"
8,"1986",NA,NA,"Male"
20,"1986",NA,NA,"Male"
784,"1986",NA,NA,"Male"
32,"1986",NA,NA,"Male"
51,"1986",NA,NA,"Male"
16,"1986",NA,NA,"Male"
28,"1986",NA,NA,"Male"
36,"1986",NA,NA,"Male"
40,"1986",NA,NA,"Male"
31,"1986",NA,NA,"Male"
108,"1986",NA,NA,"Male"
56,"1986",NA,NA,"Male"
204,"1986",NA,NA,"Male"
854,"1986",NA,NA,"Male"
50,"1986",NA,NA,"Male"
100,"1986",NA,NA,"Male"
48,"1986",NA,NA,"Male"
44,"1986",NA,NA,"Male"
70,"1986",NA,NA,"Male"
112,"1986",NA,NA,"Male"
84,"1986",NA,NA,"Male"
60,"1986",NA,NA,"Male"
68,"1986",NA,NA,"Male"
76,"1986",NA,NA,"Male"
52,"1986",NA,NA,"Male"
96,"1986",NA,NA,"Male"
64,"1986",NA,NA,"Male"
72,"1986",NA,NA,"Male"
140,"1986",NA,NA,"Male"
124,"1986",NA,NA,"Male"
756,"1986",NA,NA,"Male"
152,"1986",NA,NA,"Male"
156,"1986",NA,NA,"Male"
384,"1986",NA,NA,"Male"
120,"1986",NA,NA,"Male"
180,"1986",NA,NA,"Male"
178,"1986",NA,NA,"Male"
170,"1986",NA,NA,"Male"
174,"1986",NA,NA,"Male"
132,"1986",NA,NA,"Male"
188,"1986",NA,NA,"Male"
192,"1986",NA,NA,"Male"
531,"1986",NA,NA,"Male"
136,"1986",NA,NA,"Male"
196,"1986",NA,NA,"Male"
203,"1986",NA,NA,"Male"
276,"1986",NA,NA,"Male"
262,"1986",NA,NA,"Male"
212,"1986",NA,NA,"Male"
208,"1986",NA,NA,"Male"
214,"1986",NA,NA,"Male"
12,"1986",NA,NA,"Male"
218,"1986",NA,NA,"Male"
818,"1986",56.9761581420898,43.0238418579102,"Male"
232,"1986",NA,NA,"Male"
724,"1986",NA,NA,"Male"
233,"1986",NA,NA,"Male"
231,"1986",NA,NA,"Male"
246,"1986",NA,NA,"Male"
242,"1986",NA,NA,"Male"
250,"1986",NA,NA,"Male"
234,"1986",NA,NA,"Male"
583,"1986",NA,NA,"Male"
266,"1986",NA,NA,"Male"
826,"1986",NA,NA,"Male"
268,"1986",NA,NA,"Male"
288,"1986",NA,NA,"Male"
292,"1986",NA,NA,"Male"
324,"1986",NA,NA,"Male"
270,"1986",NA,NA,"Male"
624,"1986",NA,NA,"Male"
226,"1986",NA,NA,"Male"
300,"1986",NA,NA,"Male"
308,"1986",NA,NA,"Male"
304,"1986",NA,NA,"Male"
320,"1986",NA,NA,"Male"
316,"1986",NA,NA,"Male"
328,"1986",NA,NA,"Male"
344,"1986",NA,NA,"Male"
340,"1986",NA,NA,"Male"
191,"1986",NA,NA,"Male"
332,"1986",NA,NA,"Male"
348,"1986",NA,NA,"Male"
360,"1986",NA,NA,"Male"
833,"1986",NA,NA,"Male"
356,"1986",NA,NA,"Male"
372,"1986",NA,NA,"Male"
364,"1986",63.0995483398438,36.9004516601562,"Male"
368,"1986",NA,NA,"Male"
352,"1986",NA,NA,"Male"
376,"1986",NA,NA,"Male"
380,"1986",NA,NA,"Male"
388,"1986",NA,NA,"Male"
400,"1986",NA,NA,"Male"
392,"1986",NA,NA,"Male"
398,"1986",NA,NA,"Male"
404,"1986",NA,NA,"Male"
417,"1986",NA,NA,"Male"
116,"1986",NA,NA,"Male"
296,"1986",NA,NA,"Male"
659,"1986",NA,NA,"Male"
410,"1986",NA,NA,"Male"
414,"1986",NA,NA,"Male"
418,"1986",NA,NA,"Male"
422,"1986",NA,NA,"Male"
430,"1986",NA,NA,"Male"
434,"1986",NA,NA,"Male"
662,"1986",NA,NA,"Male"
438,"1986",NA,NA,"Male"
144,"1986",NA,NA,"Male"
426,"1986",NA,NA,"Male"
440,"1986",NA,NA,"Male"
442,"1986",NA,NA,"Male"
428,"1986",NA,NA,"Male"
446,"1986",NA,NA,"Male"
663,"1986",NA,NA,"Male"
504,"1986",NA,NA,"Male"
492,"1986",NA,NA,"Male"
498,"1986",NA,NA,"Male"
450,"1986",NA,NA,"Male"
462,"1986",NA,NA,"Male"
484,"1986",NA,NA,"Male"
584,"1986",NA,NA,"Male"
807,"1986",NA,NA,"Male"
466,"1986",NA,NA,"Male"
470,"1986",NA,NA,"Male"
104,"1986",NA,NA,"Male"
499,"1986",NA,NA,"Male"
